text,label
wouldn't even give it a star if i could everything cold part from 2 dishes would recommend no 1 would ever come hear might be cheep but it shows in there food only got thing if had was soup and that wasn't the best would not recommend,1
"food is mediocre, very salty and poor lighting in the basement. priced similar to other buffets in the area.",2
"food luke warm, tasteless, and overall lack of options. i at least expect the food to be cooked to a standard that's edible and hot",1
"the food is fine for the price, but salty. this is not gormet eating but filling your boots on a budget. good choice on the buffet.",4
fair,3
- food was too cold- food did not taste very good- variety is okay- 10 % service charge- price is okay 12 ,2
all you can eat chinese at low prices,4
"good value for the price but nothing special, if you have a big appetite, this is the place to go to.",4
accept credit cards without extra charge. small fast food buffet. more seating available in the basement. ,5
a decent selection of food at a very affordable price.,4
food food great price for central location,5
great food green tea 2 give it free with the meal,5
always have a lovely meal here.,5
"quite good for the price, maybe one of the best buffet in the aera",3
good buffet. not the general run of the mill food,5
food could have better,2
"the best china buffet in london for my opinion, recommended.",4
good value for the heart of london x,4
friendly staff however avoid at rush hour or you will feel the warm welcome vanish within 5 minutes and the need for you to move on by the staff more evident but as i said the staff are friendly and the price is good for what you get.,3
not recommended price for outside door is not the price what is charged in final employees speak very nasty and not give receipt...... food s not fresh.....,1
"dirty tables, cold food, dirty cutlery, dirty plates not sure if i felt ok after eating",1
very reasonable price for the self service buffet. quick friendly service. will definitely come again,4
"cheap but low in quality, still better than the ones around",3
there are no knives,3
food is delicious,5
went on here for a cheap eat 12 for the meal then service charge them 5 for a bottle of water please check before you order the toilets were dirty no soap and no toilet roll i'm told when i complained they get checked once every night great,1
best one in  the west end just get one  drink,5
if there is something less than a star then i would rank it. very awful and disappointing food and service. initially you think its cheap but you endup paying more than what you expect. very disgusting toilet and also dirty resturant. bad experience and will never pass its street even again,1
good variety and nice food right in the centre of things.,5
great choice from the buffet. all delicious. toilets downstairs.,5
"we were seated quickly, eventually served for a drink then not seen again.  food & drinks were very average, not worth the money.  they automatically added 10% tip which i didnt pay.  wouldnt go again ",3
brilliant food,5
this was the cheapest buffet we could find in the area.  it is busy and popular  food is good and freshly made and continuously replenished and there is a reasonably large choice. there is a large dining area in the basement.  i don't know why these buffets charge 10% service when there is none really.,4
great place for a quick lunch or early dinner,5
cold food and at the end service charge added to my bill. without table service.,1
"good food, diverse, nice staff",5
"one of the best chinese buffets i have ever been to. no complaints, only praise here",5
"very bad food and unclean restaurant, i dont recommend it to any one. also staff very rude and un polite. toilets were very dirty. prices are much higher than what they say initially.",1
is ok,3
simple british chines buffet. nothing real chines just the british taste and favorite.,3
food was cold.although lots of dishes not enough decent food. disappointed,1
excellent value for money. don't expect any airs and graces. but food is great and not expensive and they let our 4 year old eat for free.,5
there's a good variety of food and all so tasty,5
"very bad food all fried and very dry, refused to grant discount to my 10 year old chlld. we we refused to pay service charge we were told that we were not welcome and to never come back.",1
food was not very fresh. all of th fruits are canned,2
"my wife love it, tofu is her favorite. i personally really would like to see some sweet and sour chicken there, but when you mix lemon chicken with some sweet and sour sauce it gets closer to that taste... so basically we are coming there to eat only tofu and prawns :) nice people working there, very polite and kind.",5
great food a well priced. staff friendly and polite,4
our favourite buffet place... love it,4
m &  m heaven ... but not much else,3
for quick meal it was okay,3
worth a try,5
"ok food, ok services",3
avoid at all costs! cons: expensive cold food raw food rude staff pint of heineken comes out of a can buffet selection is tiny  hidden charge for tip/gratuitypros: near the hospital,1
not the best buffet selection. definitely not disabled friendly (narrow entrance and corridor and main eating area downstairs). downstairs area is quite dark and the 'caves' are too warm.,3
"poor food, poor wine",1
great place:)),5
"cheap lunch, same goes for service and food quality. you get what you pay for.",2
"staff were nice, but that was about it. food wasn't great, cheap price for london but tasteless/chewy food.",2
"awful. food was cold and stale, didn't enjoy any of it.",1
the best chinese buffet,5
"well, the staff is... and the food good",3
food is horrible and not variety! ground floor is too hot. im dissappointed with the food as its not good as before,1
"food is ok. the price it puts on window says 10.95 pounds, but they will charge you one more pound for the tip without informing in advance.",1
ok. looked clean. all deep fried.  no ice cream ,3
nice food. reasonable price.,5
wide variety of food but taste not great,1
verry good food and perfect location :),5
variety. good turn over so food does not get  too much steamed.,4
great delicious food!!!,5
good food here thou the last two visits the food has been cold or like warm.  also the 10% food service charge added to your bill automatically when your being watched and feeling uncomfortable when going for food or leaving the table.   the service has not met my expectations of a 10% service charge.,2
"cold food, flat beer, flat cola..",1
not bad at all and cheap,4
"very hectic and loud, bad food.",1
"food was terrible , just about ate one plate of food . it's cold and nasty , like it's been reheated . dessert bar is pointless unless u like prunes  .",1
tasteless and greasy food. the service was good though.,1
i will never eat here again. food tasted stale. staff were not friendly,1
"very good prices! a good food,clean,with kind staff",4
worst buffet ever. i'm very disappointed,1
gets more expensive everytime i go there.,4
cheap buffet.decent food..not bad for the price. don't expect 5 star food for 1 star prices.,4
they food is good but unfortunately i can't  say the same about the staff.,1
food wasn't good,2
"agree with the other reviews. aggressive staff, poor and tepid food. way overpriced. avoid.",1
"wide choice of chinese meals, reasonable price",5
great buffet at this price,5
excellent service and dishes.,5
food disgusting... waste of money!,1
"would never go again!. food was cold and the people who run the buffet are so rude, then put a tip on my payment. i asked the man at the front why i had to pay if no one was  serving me. all he did was  laugh and pulled my money out of my hand and gave me my change. will never go again! ",1
not nice at all,1
as buffets go  mw buffet is a nice place with a good selection of food. the desert section could do with a bit of variety as it looks unappealing. the staff were a bit rude and we did feel rushed out the door with the bill placed on the table once we had one plate and we were going to order more drinks but decided not to and to go.  ,2
"food is okay, service is simple; it is a buffet.",3
food was disgusting. staff is realy rought. there are is no chicken at all. i am really disapointet. nevar go there.,1
disgustingly oily and bland food. plates and glasses have a film of grease as well. we left feeling ill and will definitely never return. ,1
perfect,5
"you won't feel proud for going here, but you will feel full.",3
lovely staff but the afternoon buffet was luke warm to cold. we paid full price for the buffet for 3 people but only managed to eat 2 spoonfuls each. food tasted horrible. the place is dusty and dirty.  would not recommend this place to anyone.,1
a good meal as always.,5
"really not worth the money. rude staff and hidden expenses put on the bill afterwards. disgustingly dirty toilets which are ""cleaned often"" and very average food, at best.avoid.",1
"definitely waste of money, food was not tasty, very dirty place, toilet looks like recycling point.",1
"we caught up with some long unseen family here for lunch. no one had any issues with the food, although service was a bit spotty. beyond that, it's what you expect from a deal buffet. it won't make your dreams come true, but it'll take that tenner and make it count by filling you up.",3
good food! can't get enough of the shrimps!,4
not a good selection ....plus the food was bad,1
i wanted to give it zero stars but wouldn't give me the option the food was terrible the choice off food was a joke and i hope you don't need to go to the toilet because it was like going down an alley absolutely disgusting!!!,1
"waste of money. one star is so much,dirty pleace.",1
"beggars belief how bad this 'restaurant' is. i dont expect much from buffet's but the standard of food and service here is utterly, utterly appalling. i will never be back.",1
"i went there yesterday. i find the food is ok, but i do not think it is fair to get charge service charge.",4
went in for the buffet it was all vegetables and very little chicken in the curry when we went to pay there was aldo a 20% service charge i did not find it good value for money,1
"don't even ask. food was soggy and oily as hell. i'm sorry to say it was a disappointment by all means, not even the price (+10% service charge?) gets this more than a single star.",1
average food at best.,3
good location,3
"warning bells should have been ringing when we were made to pay before even being able to see the food. food was vile, not much to choose from at all. also had to walk down lots of stairs to get to the toilet. definitely would not recommend.",2
good food and in budget,3
you get what you pay for let's leave at that,3
just wow...,5
insect beatle on the table when eating are food do not go  there should be closed down.,1
"disgusting food, most dry and old, lemonade is a sprite (?) with lemon ... definitely not recommend !!!",1
shame can't leave no stars or minus one stars as it's a health hazard,1
best buffet in town!,5
"unique flavours from the philippines and other filipino deserts such as ube brownie, buko pie and halo-halo. excellent service and a clean environment.",4
mega wer etwas anderes probieren mchteawesomewho want like to experience other's tastes of ice-cream this place ist the placetobe to taste pilipino ice-cream ,4
"first time there, i got hola hola and it was amazing. customer service was great too :)",5
"the ube flavoured shake was really good and proper sweet. it was thick and heavy so could only finish half the cup, yummy nonetheless. the stuff are very helpful and lovely too.",4
had the ube bilog. it was very very nice.,5
"we were at this place for the first time. i was surprised that even though it was recently opened, there were a lot of people there and a lot of guys who always came.  good luck and thanks",5
it's really good,5
"good, but a bit overpriced for its own version of halo-halo.",3
very delicious halo halo,5
lovely selection of ice cream to choose from,5
yummy donuts and milshakes!!,4
lovely dessert,5
"my favorite place in london. omg one weekend, i've been twice there... love the ube ice cream ",5
go here for the ube ice cream in the milk bun. so good i had 2 in one day and will be returning later today for another :d oh and weekend donuts!,5
the binong are great,5
"tasty snack, i'll be back for the milo i've cream.",4
"i arrived the second they opened, dying to eat their famous burnt coconut icecream. they hadn't finished making it so i patiently waited and in return for my loyalty they offered it to me in the house! so that was crazy sweet.  plus now i'm obsessed with this ice cream, it was incredibly delicious!!",5
a filipino ice cream/dessert place in chinatown. this is like my comfy place in london where i get to eat my favorites,5
amazing place to try unique ice cream. the calamansi juice is sooooo refreshing. even in the middle of winter!,5
"great desserts, the ube shake was really good.",5
"the guyabano ice cream (no dairy though, great for vegan or lactose intolerant folks) teleports me to my childhood. its so good and fresh  :,)",5
"amazing authentic filipino dishes/dessertscannot recommend this place enoughsmall and cozy, with affordable prices",5
so yummy! the ube ice cream cake was really nice. it was really busy though and barely enough seats but i think that it was worth it! a bit pricey.. especially for what it is. but its got a really cool vibe about it so its a fun place to go!,4
"very busy and it seemed like only half the staff were doing anything so it was very slow. the flavours arent really my thing so it was quite sickly, really more an instagram opportunity than a desert i would rush back for",2
it's a nice ice cream especially the ube ube ice cream is a must try flavour of ice cream they also have ube bilog which is their best seller i recommend it to anyone who was looking for good dessert place.,4
best filipino ice cream especially if you wanna try ube! halo-halo is a must try!,4
feels like home. they serve the best philippine ice cream in london :d they have bilog and halohalo.,5
"you can find authentic filipino desserts here, you can find it a little bit pricey but its all worth it. the ube and queso ice cream was the best with also the bilog which is ube ice cream inside a warm pandesal bun.",5
"is a little cool store, full with history and sweetness. the attention was polite and the treat in point, good presentation and flavor.",5
amazing dessert place. would recommend the ice creams,4
"first shop in london that i have tried halo-halo!  and its good, except for the ice they are using. because theyre quite big. but the ube ice cream is soooo good and cheap price as well.",5
loved it! the ube bilog is amazing,5
"very pretty deserts and drinks and for that i give them 2 points. the seating area is nicr as well. however, we did not enjoy it at all and all the various deserts we tried we could not have after the first few morsels.perhaps it requires a different pallet",2
i had the bilog with chocolate ice cream. i definitely recommend it.,5
authentic filipino food thats done with a twist and unique way. its as good as it looks. noticed its always busy because it must be really good. having said that though they move line pretty well with a system.,5
"everything from this cafe is amazing, make sure to get the ube bilog and ube shake!",5
"pricey but amazing philipino desserts, the taro (ube) ice cream is amazing.",4
"having never tried bilog before, i was entirely blown away by how soft and warm the milk bun was. it went really well with the ube ice cream i got.",5
"nice vibe, milo ice cream with a milk bun was nice. a bit too sweet for my liking, seating is a bit tough. i'd say priced 50% higher than real value, good nevertheless.great music.",4
"magical ice cream. it was great to try something from the philippines, something not as commonly found as your normal ice cream scoop. the staff was awesome and the shop is so cute!",5
well worth experiencing dirty ice cream! i had a fantastic coconut variety. reasonable price and good service.,5
"not your usual ice-cream parlour. unique flavours from the philippines and other filipino deserts such as ube brownie, buko pie and halo-halo. excellent service and a clean environment. would definitely recommend if in chinatown looking for something different!",5
the ice cream was outstanding! i had the purple potato and charcoal coconut. both delicious!,5
"love mamasons, they really know how to utilize ube and i would highly recommend the bilog as a lovely post dinner treat.",4
"overall great ice cream, with their speciality flavors being purple ube and black coconut. the taste is very good but definitely pricey. 4.5 for two modestly sized scoops. seating is plentiful but cramped and the shop can get very crowded. worth a slight detour if you're in the area already.",4
"this ice cream place is very interesting. it's not your usual ice-cream shop. the flavours they offer are quite unique, and the ube bilog is something i was very pleasantly surprised by and would definitely recommend it.",5
"i love this place, it was magical. the ube ice-cream in the middle of november was such an experience! loved it!",5
"amazingggg desserts, especially if youre a lover of ube like me! each dessert was 6.50, the halo halo was good, very filling good for sharing. ube brioche bun was good too! a must try in china town :)",5
"when i miss desserts from home, this is one of the places i go to. though the halo halo should have *more* ingredients, it still tastes like halo halo.i then tried the bilog, and it wasnt too bad, guess the price was a bit much though.it's a small place so it's hard to find a good seat.",5
aesthetic is amazing and wow their bilog was great and the ube ice cream is so great (first time ive ever tried either) id love to return,5
staff were not overly enthusiastic to serve us and prices are a bit high for the products received. not bad but wouldn't rush back.,3
this is a must to try when in chinatown. the price was about 10 if im not mistaken.,5
"nice cosy place for a quick dessert in chinatown! the ube bilog is an absolute must, with a great combination of the warm milk bum and the cold ube ice-cream. (which isn't too sweet!) so delicious! friendly service! would go back again!",5
"sometimes too sweet, but really interesting flavours! ",4
nice ans original. very much on the sweet side though and very filling.,4
my friend and i tried the ube hot chocolate drink and it was unappetising. the cream was lovely but the warm drink under was gross.,3
the ice cream sandwish was deliciousand the halo halo was very nice. would definitely go back.,5
"great customer service, the ube ice cream was too sweet but it was nice. the ube coffee latte was really good too.",3
busy but delicious and worth the wait!,5
"lovely decor, great selection of filipino desserts, great flavours and large portions. guyabano bilog is my summer flavour.",5
pricey...but it was a good one off treat.,5
filipino ice cream flavors on point! so so so good. doesnt get any better than this.,5
"i've had the ube bilog and it was amazing. soft milk bun, toasted and filled with your ice cream of choice (they focus on about 6 flavours)! may look intimating at first but it's well balanced between bun & ice cream, hot and cold and overall yummo.",5
"amazing! friendly staff, brilliant clean and vibrant flavours! my new favourite pudding without the guilty feeling. love it!",5
this ice cream parlour is quite small...and it's popular..so if you want to sit down you may have to wait.  i had the halo halo which was excellent and comparable to ones i have had in the philippines.,5
"very busy,orders being taken but the preparation of the orders not keeping up so long waiting times.",3
the bilog is worth a try!,5
the best delecious ice cream. try coconut flavour   simply the best,5
great deserts quick service and funky interior design.,5
the black coconut ice cream is the best i've ever had,5
coconut ice-cream in a soft hot bun. yum. perfect post wong kei.,5
delicious and unusual philippine ice cream flavours (and a few other treats) served with great charm in a pleasantly unpretentious setting.,5
"im obsessed with ube. ube doughnuts, ube bilog, ube coco, its awesome!",5
"oh my goodness, the ice cream was delicious! already sold out of black cones though so i am going to have to go back",4
food is great but space is very tiny and you can't fully enjoy it due to having to eat standing. pricey. very very busy at some point.,3
"the ube is delicious. very unique ice cream, definitely worth a try",5
"so being a filipino of course my expectations are high. the halo halo they make here is genuinely the best ive had. and im eating all the ube ice cream to make up for distance between here and the phil. i cant stress enough how bloody amazing the ube ice cream is! its a little pricy but man, its so worth it.",5
love the ube icecream!,5
"i love this filipino dessert bar, especially the ube bilog (ice cream filled milk bun) and ube donuts. they do great coffee as well. the place is beautifully decorated and the staff are always friendly.",5
flavors that will rock your head and will not find these flavors anywhere else.  had a taste of things on the menu and will definitely be visiting soon.  loved the fact the deserts were not to sugary.,5
"one of the best dessert places in london, ube bilog and ube brownie are especially excellent!",5
now this was the highlight of my full trip to london. don't miss out the halo halo drink & the bilog. the aftertaste is still on my tongue ,5
"small but niche place, few seating options and staff were clearly very busy but very helpful and patient. although a filipino location the food doesn't represent all filipino food completely. maybe because of some ingredient changes...",4
we went in to try their bilog for the first time and it didn't disappoint! absolutely delicious!,5
loved the milo bilog,5
"nice, but hardly got to try much as machines were not working and ran out of goods. shame really",3
really delicious drinks and icecream,5
lovely little cafe serving really tasty and interesting asian-inspired flavours of ice cream and other desserts/drinks. i tried the bilog bun with ube ice cream which was delicious. and you can ask to taste a little of the flavours if you are unsure!,5
"i enjoyed the dessert and the decor is hip and trendy. their staff were very friendly and accommodating. i will definitely recommend this ice cream cafe to anyone who fancies different exotic flavours such as ube, calamansi and black buko.",5
come here for all things ube (purple yam),4
really interesting asian flavours of ice cream and efficient service. will definitely return to try the other flavours.,5
"i love mamasons, they have the most interesting flavours in london. the kentish town spot is better, but the chinatown location is more convenient. all the flavours are great, and the space is fun, but seating is limited.",5
"great variety of filipino ice cream flavours served in plates made of coconut fibre. tasted yummy, service was good and the shop is lovely!",5
a delicious filipino dessert stop.,4
halo halo is good but a bit western version than the usual filipino taste. a bit expensive.,3
"lovely ice creams, favourite is the black coconut one - best one i've ever had",5
"delicious ice cream, generous space with table and bar seating. friendly staff :)",5
very nice but a bit expensive!,4
the best ice cream for me in london. i just love the coconut charcoal...,5
its a good place to reminisce classic filipino desserts. they retained the classic taste but added their own modern twist to it. everyone should go.,5
"i can't describe how good the ube coco is, you should try it for yourself.the place has good interior design.",5
nice to see filipino businesses prosper,5
interesting filipino ice cream joint. we tried their sweet potato flavour and that was pretty nice!,4
"love love love the ube milkshake, although is a bit too thick at the end, but the first few sips are excellent.",4
those buns. nuff said.,5
"ube bilog, ube doughnuts, i love ube everything ",5
loved the halo-halo and the black ice cream,4
best ube ice cream in london...,5
delicious. expect a small line. not a lot of sitting room but worth the experience.,5
top,5
the bilogs are ,4
heart ice cream and friendly staff!!,5
the taste of philippines,5
"must try their ube, kind service.please look after your belongings too.limited seating area and long queues are expected. no toilets.",4
"delicious, but be prepared to not find room to sit",4
"it's not easy to find ube ice-cream in london, now i know where to go to get my fix.",4
amazing ,5
lovely exotic desserts and friendly staff. try the queso ice cream!,5
great desserts and good service.,5
very good ice cream,5
original ice cream a bit pricey,3
"great place obvs. in chinatown second branch in kentish town. great filipino icecream in the heart of london across the road from leicester square station. specialising in ube, halo halo, pandesal bilogs and barako coffee.",5
delicious desserts! tastes like home.,5
"the ube hot coco, calamansi lemonade and bilogs top 3 for me, rest of the menu is pretty good as well! oh and the ube donuts on the weekend ",5
great icecream,5
fun and exotic.,3
amazing as ever ',5
nice little ice cream shop,5
the ice cream favour is very special. really like the cream cheese favour,4
the creamy ube flavoured bilog and refreshing halo halo is so delicous. staff members were so friendly and explained all the flavours to me. the shop interior is perfect for taking pictures.,5
ube (taro) and black buco flavour ice cream,4
friendly staff and great ambience,5
had the bilog bun with ube ice cream. freshly made and tasty. beware it can all get filling quickly.,4
best of the best ice cream ever,5
interesting take on the traditional philippine halo-halo. great use of local ingredients that are very similar in flavor and texture as the traditional ones.,4
"a filipino dessert shop where you can have barako coffee, ube ice cream, mamon and the all time favorite  halo-halo! a must try for someone who hasnt tasted ube. the place is a little bit small and people are coming in and out  especially its almost summer time.",5
perfect black ice cream with bread,5
i love the icecream there and the staff are really nice,5
ube ice cream in pandasal. tastes just like in the philippines.,5
amazing - had the best ice-cream sandwich there. ube ice-cream was really tasty and the bun warm and soft.,5
i love the halo halo it's open a new spectrum who knew ube ice was so good over a nice float.  at the bottom of the glass palm coconut seed and young shredded coconut.  it's an amazing experience.,5
i don't know what it's called but i had some donut stuffed with milo ice cream and it was damn good..,5
delicious ice cream ! the flavours are creative and the staff is friendly. definitely recommend !,5
"excellent place for a pit stop and a cool dessert. had the ube flavoured bilog, which is like a hot ice cream sandwich, warm on the outside cold on the in.my only comment is, put some mango flavours options and maybe a plain coconut flavour ",5
this is the difference between light yellow and white guys... ive wasted 3 for nothing....,3
can only give a 3 star currently as didn't stay too long or try enough from the menu. however what i did try (the ube hot chocolate) was delicious and really helped on a cold day,3
"delicious and interesting desserts can get very busy so be patient, it's worth the wait ",5
"amazing ube ice cream! very rich and creamy, with still a nice amount of the ube flavour. would definitely recommend the ""bilog"" which is effectively an ice cream sandwich, using their own take of ""pandesal"" - when served, bread is still nice and warm that perfectly goes with the ube ice cream.",5
all i have had is the bilog (hot ice cream sandwich) and it is amazing. both milo and queso flavors have been excellent. that hot sweet bun with cold ice cream is a fantastic combo.,5
"the flavours they offer are quite unique, and the ube bilog is something i was very pleasantly surprised by.",4
love this place amazing delicious dessert and milkshake,5
super small shop but full of big taste. the decor is fun and cozy and limited seating . i walked in blind not knowing what to order so i asked the staff for recommendations and they definitely led me in the right direction .,5
"ice cream was tasty, shame i couldn't try the black buko and ube flavours as they were out of stock when we went there in the late evening.",5
"beautiful little shop where a lot of filipinos congregate- and no wonder, since the desserts are delicious. definitely try the ube and white chocolate coco if you pass by, its amazing. i havent tried the halo halo yet, but ive heard good things.",5
good service. great vibe. but the milo tastes like chocolate and not milo but the rest is really good.,5
"enjoyed my experience there.  staff was helpful and friendly, service was good and efficient.  i liked the bilgo with ube flavour.  though i did feel it tasted a bit bland.",4
great to try and would definitely come back again!,5
as always amazing food experience...i always recommend it as an authentic food place in london.,5
definitely worth the visit,5
one word: bilog. the black buko ice cream inside the warm toasted milk bun dusted off with a generous amount of icing sugar is my go to.  staff there are all pretty nice and chill and the atmosphere of the place is just cool. can't wait for my next bilog visit,5
toasted pandesal with ube and the ube donuts are amazing!,5
"ube flavour ice cream is real yummmm  not really like the black colour coconut ice cream thou, was too sweet. really cozy place so would rather recommend take away",4
"it's pretty good, but pricey.",4
amazing halo halo and bilog and its a cute little cozy place,5
bit too sweet.,3
ube and coconut flavor. the scoops are sooooo big ,4
"i really like the mamasons in camden so perhaps i had hoped too high for this location, but the service and ambiance were both lacking. the treats are still tasty, but somehow less sweet when served poorly.",3
"enjoyed their yummy doughnuts icecream so much, as well as their brownies and the shake",4
had haircut in last three years here. rly good even i am not living in london and i was always coming to london to do haircut in this store. but sometimes the time to wait is a bit long ,5
best hair cut ever!,5
veronica is super nice and professional! will definitely recommend for waxing ,5
"veronica and her staff were fantastic- very thorough, detail oriented and welcoming!  i was very pleased with my shellac mani/pedi and look forward to a massage next week. highly recommend maple salon! ",5
great mani and pedi bought a voucher on groupon and really enjoyed it!,5
"nice lashes, if not a little too dramatic. i don't think the practitioner understood my request.",3
"would not recommend for waxing. it was particularly painful (small patches of hot wax applied 5/6 times on the same area), and when i came home- i noticed there were quite a few hairs left after brazilian hot wax, as well as after strip leg wax.",3
"i went for a thai oil massage and i was very happy. i will come back for sure. very professional and friendly stuff, also very clean place. i can definitely recommend that place.",5
"great eye lashes, she took great care and attention in making sure they were a high standard. super natural and great quality. i would definitely go back",5
"great central and convenient location to find and very clean and chic inside. i booked a massage through groupon and was well worth the price and quality, felt wonderfully relaxed afterwards! highly recommend",4
"elaine was super nice and great at spotting my pressure points. simple and no frills, but one of the best places for massages in london.",5
"went for a treatment with groupon voucher, and once started was very good and calming.  great conversation too.  good luck there",5
"great salon just few seconds from leicester square. i had a deep lymphatic massage and i felt so good right after. i am going every week for different treatments and it is worth it. staff is amazing, especially 'c'. very professional. highly recommended",5
"good, my barber you moved from elegant to this place. still with the high quality service",5
"amazing prices, big portions, incredible taste. highly recommended!!!5 stars :)",5
"cheap and cheerful japanese diner, big hearty dishes,  cash only!",4
"as someone who is half japanese, i can confirm that this is not japanese food. however, everything else is great! the food is cheap, tastes good, comes in massive proportions, and you'll get it no more than 10 minutes after you order on a busy day. you can eat for 8 and it won't come to 70! a great place to go to with friends.",4
amazing sushi & very good prices.,5
very cheap but nice food. highly recommend,4
great food long que,5
best place for good cheap food,5
very nice japanese restaurant well located in chinatown area with very reasonable price!! highly recommended if you have a crave for japanese food,5
i ordered chicken katsu curry. food is cheap which come in a large portion. food is nice too. the staff there is friendly :) recommend ,5
really good value japanese food in...chinatown. you're definitely not paying for the atmosphere or service but the food is pretty good. had a chicken katsu curry and a drink for less than 10. not bad at all for central london.,4
"the taste of food was great, but the women's toilets were nasty. it is about overall service, not just the food. for that reason i'm changing the review and taking two stars down. please improve the cleanliness of the bathrooms!!!",3
very cheap food which is tasty. i always go for the chicken katsu curry,4
"very tasty, good portions, great price!",5
delicious food and drink,5
just cheap but not great food nor experience,3
excellent food.,5
price worthy.,4
best best best japanese cheap eats in london. cash only,5
"not quite the same anymore compared to 10 years ago... food remained cheap, portions still large, just quality gone backwards a little since... hope they could improve as misato does bring back some great memories...",3
very nice food but not for the stuff,3
"the rice was soggy. the fried chicken wasnt crispy, just exceptionally chewy. they charge service charge, which is crazy considering the level of service. they wouldnt even give me a second spoon, when i ordered soup and rice...the sushi is pretty good, and good value, which warrants 3 stars.",3
"one of my old time favourites! if you are into japanese food, this is a place to visit. small seating area, so be patient..",5
probably the best japanese restaurant in london.,5
"lovely place, great food.",4
very good fresh food.we were family of 5. our check was 42gbpthe food was very good fresh and tasty,5
cheap food with large and delicious servings.,5
food was decent albiet a bit bland. service seemed was nice despite our group being loud sometimes.,4
been coming for 10 years. it hasnt changed one bit and that is a good thing.,5
very good udon!,5
"had to give it 5 stars when a violin cover of despacito started playing. gorgeous food at a great price, look at all these reviews!",5
tasty japanese curry - we went for beef curry rice and chicken katsu curry rice. decent portion of main dish as well as side salad with not too much rice. service was fine. waiting time was short enough at 19:30 on a weekday. highly recommended. will definitely return to try the udon.,5
"great place for amazing japanese food, served fast and very reasonably priced in central london. waiting is normal for this place, always packed with dinners but isnt a long wait. leave when you finish, not the place to linger which is most restaurants in china town. bring cash and enjoy!",5
best curry and noodle soups.,5
"veey tasty food, nice staff and great value for money. inexpensive gem in london's chinatown.",4
"big portion, good food with affordable price. highly recommend.although you should eat your food slowly. they will stare you down as soon as you finished.",4
yummy and good for value,5
"fantastic hidden gem, good size portions so good place if you are hungry.",5
"got seated quite quickly, food arrived quickly and portion sizes are good. only downside was the chicken was slightly more undercooked on my katsu curry",4
"authentic japanese comfort food, soul food. and soooo cheap! don't expect luxury but the service is courteous and the food takes me back to home food in japan",5
"had good sushi here. it's a really busy place but the service is very quick, i had my sushi in 10 minutes from ordering at lunchtime. one of the best value for its price for sure.",5
this is just a quick eat restaurant.price is cheap and taste is just as you paying for.they accept only cash and charge you 12.5% service charge as i dont get any good one.its average around this area. i might come back one day.,3
cheap nice japanese food,4
"solid 3 star restaurant.good price, good portion, average tasting food.this place is definitely not a 4 star restaurant, but not a bad place to eat.",3
love this place. ive been going since i was young and the prices and portion size havent changed much. its got a simple menu but its so tasty and affordable so theres always a long queue during peak times.,5
massive portions & so delicious! only reason i didnt rate it 5 stars is because its cash only but a small price to pay (literally)! will definitely come back again.,4
"one of the best restaurants in chinatown. cheap & delicious food with a very fast service. there might be queues sometimes, but its worth the wait.",5
amazing value for money near leicester square,5
high quality sushi for a fair price.,5
perfect japanese restaurant in central london. great value for money!,5
good fresh sushi for a reasanable price,4
great food. fast service. low prices and large portions. an awesome place to try.,5
"i went here for my birthday and dont regret it! left with a full stomach without breaking the bank, will definitely go again :)",5
good food on a budget. very generous portions.,4
they have the best sushi in my opinion!!!and the plate is huge! i can never finish it!,5
great japanese food in london and the prices are so reasonable. highly recommended.,5
"i always come here because it is so cheap and the food is so delicious! i got the tanuki udon for a clean but comforting flavour and the chicken karaage as a side. i highly recommend it to everyone that wants well priced japanese food, but do keep in mind that there's usually long queues for this place.",5
great place with good food portions. authentic. chicken katsuyama teriyaki was delecious,5
really good food.. decent prices.. cash only...,4
best place in the area. very very cheap and excellent food quality.,5
it's a great place to go to if you wanna stay in your budget. i would give it a 5 but they don't accept card payment.,4
affordable but the place needs more ambiance of a japanese restaurant..needs decorating the wall..,4
very good food at a good price.,5
nice food and it's no expensive ,5
cheap and cheerful! portions aren't the biggest but very quick service. can get very busy around 8pm,4
great value home japanese cooking.,5
reasonable prices for food and drink in central london. place gets busy and usualy a queue.  place also shuts early. recommended.,5
"tasty. fast service, feels like a real life japanese restaurant.",5
"nice food, good portion size and reasonable price",5
"great food, huge portions, relatively cheap",5
"good value, tasty food",5
the food and service was excellent.,4
"great food, great value, great location! o famoso bom, bonito e barato!",5
cheap,3
love this place.its got a simple menu but its so tasty and affordable so theres always a long queue during peak times!,5
good authentic japanese food with a reasonable price. they do add 12.5% service charge but even with that it's still a good price.,5
good portions and value japanese food.,5
great food place; dishes were large and filling and food was of good quality and quite creative.,4
quick service and nice food!,5
"had tempura udon. noodle were very good, the broth was a bit sickly but it's very cheap (i think 7) and you're definitely full afterwards.",4
best cheap eat in soho....ive been here literally hundreds of times. the katsu curry is awesome :) remember its cash only,5
great food and decent prices...,5
food was so nice for their cheap price. and also very allergic friendly,5
i just love the katsu curry. huge portions and the prices are really decent.,5
excellent japanese food ,5
always love the food & for once there wasn't a queue when we arrived.,5
best value for money mealshuge portions for low prices,4
"amazing sushi,all the portions are so big and probably the cheapest japanese food for the quality in central london i would say! enjoy",5
