label,name,text
3,Jen Cafe, 
5,Jen Cafe,"Best place for authentic noodle soup and dumplings - I've been here numerous times. You can only pay with cash, and don't expect table service, but the owners / staff are really sweet once you become a regular."
4,Jen Cafe, 
4,Jen Cafe,Tasty handmade dumplings  does what it says on the tin !
4,Jen Cafe, 
5,Jen Cafe, 
1,Jen Cafe,"Appalling customer service. Walked in and didn't even bother to greet or sit us down. Food was horrible too we ordered jajeangmein and a rice with pork belly and roast duck, it was incredibly salty and hardly any meat"
2,Jen Cafe,"(Translated by Google) When they called in a cafe, they reported one time of readiness, after paying for the order, the time doubled!

(Original)
Когда зазывали в кафе, сообщили одно время готовности, после оплаты заказа, время увеличилось вдвое!"
4,Jen Cafe,"(Translated by Google) Chinese cuisine, a small restaurant located in the Chinatown district near Leicester Square in London.

(Original)
Kuchnia chińska , mała restauracja znajduje się w dzielnicy Chinatown niedaleko Leicester Square w Londynie ."
5,Jen Cafe, 
5,Jen Cafe, 
3,Jen Cafe,Ginger tea very good..belly pork delicious.. otherwise a bit mediocre
5,Jen Cafe,Fun
2,Jen Cafe,Honestly? Skip it... the dumplings are good but the skin is incredibly thick! Order the wonton noodle soup and you’ll get instant noodles... seriously? Instant noodles in a restaurant?! I could do better at home!
5,Joy Luck Restaurant, 
5,Joy Luck Restaurant, 
4,Joy Luck Restaurant,"(Translated by Google) Chinese cuisine, a large selection of dishes. The restaurant is located in Chinatown in London.

(Original)
Kuchnia chińska , duży wybór dań . Restauracja znajduje się w Chinatown w Londynie ."
5,Joy Luck Restaurant, 
4,Joy Luck Restaurant,"Great food, but restaurant is bit old and not very nice. However if you wole like to eat delicious food in decent price - you should try!"
5,Joy Luck Restaurant,This restaurant's food was great and nothing like a Chinese delivery. It was the best Chinese we have ever eaten. Very basic set up but friendly welcoming staff.  We will be back
5,Joy Luck Restaurant,"Great hotpot, make sure to order lots. busy Friday evening so be ready to que or get their early"
5,Joy Luck Restaurant,Great authentic food & fab service
4,Joy Luck Restaurant, 
1,Joy Luck Restaurant,"(Translated by Google) Always more fun to eat here. But tonight around 10:15, after buying a single hear little brother and partner, speaking in Fuzhou dialect secretly called me, he said: ""Your mother can not be micro-channel scan code, …"
5,Joy Luck Restaurant,Good value food.
5,Joy Luck Restaurant, 
5,Joy Luck Restaurant, 
4,Joy Luck Restaurant, 
4,Joy Luck Restaurant, 
4,Joy Luck Restaurant,It's an ok place to eat. My husband and I enjoyed the meal.
4,Joy Luck Restaurant,"(Translated by Google) Authentic Chinese taste, first-class service attitude!

(Original)
地道的中国口味，一流的服务态度！"
5,Joy Luck Restaurant,The staff was very friendly and helped us with our order :)
5,Joy Luck Restaurant, 
3,Joy Luck Restaurant, 
5,Kova Patisserie Chinatown,"I usually go to the one in south ken and love the bubble tea. I was in the area today and decided to go to this branch, nice cute little place, looks clean and friendly staff service was very quick. ordered my usual dirty match milk bubble …"
5,Kova Patisserie Chinatown,"Authentic Japanese patisserie 😍 cakes are quite expensive but a good treat; you won’t be disappointed! Matcha crepe cake is a must try, personal favourite is the earl grey crepe cake."
5,Kova Patisserie Chinatown,The Dirty Boba with Oat milk was INCREDIBLE. Best boba I've ever had. The cakes are out of this world; light as a cloud and so delicious. Definitely worth checking out! 🤗
4,Kova Patisserie Chinatown,"(Translated by Google) Quality price is excellent and very rich. If you like spicy it is your perfect restaurant.

(Original)
Calidad precio es excelente y muy rico. Si te gusta el picante es tu restaurante perfecto."
2,Kova Patisserie Chinatown,"The cakes look really pretty and nothing bad to say about the service. However l ordered a Matcha and Earl Grey mille crepe.. And l could hardly taste the crepe layers since they are so thin and light. For both mille crepes, it felt like l …"
5,Kova Patisserie Chinatown, 
5,Kova Patisserie Chinatown, 
4,Kova Patisserie Chinatown, 
5,Kova Patisserie Chinatown, 
5,Kova Patisserie Chinatown,The matcha mille crepe was the best! The price was £5.95 per slice
5,Ku Bar,Amazing place with amazing staff
5,Ku Bar,"Yes , a very up market venue, extreamly nice decor, quite lavish , staff seem polite , maybe try to smile, gives me the hump ,  when u get no output, rather robotic, never the less, relaxed  and charmingly soothing atmosphere."
5,Ku Bar,"Stephanos hosting is one good reason to come to this classic again and again. Mixed crowd and good vibes upstairs, at the Light Lounge and the Klub."
5,Ku Bar,"Great location with extreme friendly staff and the cocktails are outstanding - try the Mojito, I bet you will not regret it. Promised!"
2,Ku Bar,Its a good bar but the bar staff have no sense of urgency at all. You stand waiting to be served quietley and politely but they just keep walking past. I guess they are hired on their looks as opposed to their general efficiency... Beauty fades
4,Ku Bar,Reasonably priced drinks. Welcoming to all.
5,Ku Bar, 
1,Ku Bar, 
1,Ku Bar, 
1,Ku Bar, 
3,Le Hanoi, 
3,Le Hanoi, 
3,Le Hanoi,It was ok. Not a place i would visit again though.
5,Le Hanoi,"Best Vietnamese I've had outside Vietnam! Everything tastes so good, good portions and very reasonably priced! Can't go wrong with going here!"
5,Le Hanoi,"(Translated by Google) Very good and abundant food at a reasonable price. We ate very comfortable, I definitely recommend it!

(Original)
Comida muy buena y abundante a precio razonable. Comimos muy agusto, sin duda lo recomiendo!"
3,Le Hanoi, 
1,Le Hanoi, 
4,Le Hanoi, 
4,Le Hanoi,"The food is absolutely great. I usually order satay pho and morning glory, it's very flavourful and tastes absolutely amazing. The costumer service varies but it's was never bad when I went their. The best type of Vietnamese comfort food. …"
1,Le Hanoi,"Very rude. We booked a table for 5, and we told them upon entering that we would only be 4 now. We were seated at a comfortable table but then 5 minutes later a waiter appeared and told us we must move - that he had another booking. We were …"
3,Le Hanoi, 
5,Le Hanoi,"Very authentic Vietnamese cuisine! I totally recommend the Ban Cuon (steamed pork rice rolls), the Xeo Pancake and my all time favourite Sate Pho. The seating on the right it is a bit cold so I recommend to wait for a table inside but otherwise it is worth the wait!"
5,Le Hanoi,"(Translated by Google) Excellent PHO

(Original)
Excellentes PHO"
5,Le Hanoi,"(Translated by Google) The phô are incredible!

(Original)
Les phô sont incroyables !"
5,Le Hanoi, 
3,Le Hanoi,"It's ok... I've been to better Vietnamese restaurants though! My partner ordered the beef brisket Pho and enjoyed it. I, on the other hand, ordered the chilli pork chop with boiled rice and in all honesty, it wasn't very nice... The restaurant's environment was decent and the staff were nice enough though."
3,Le Hanoi, 
4,Le Hanoi,Great taste and good service， dont forget to ask a 10% off card for next time！
3,Le Hanoi,"(Translated by Google) Local well set in the neighborhood very exotic Vietnamese food for me palate but really good, I would repeat without problem.

(Original)
Local bien ambientado en el barrio comida vietnamita muy exótica para mí paladar pero realmente buena, repetiría sin problema."
5,Le Hanoi,"It’s a very good restaurant. The Bun Bo Hue, the Pho and the Banh Cuon are all perfect. The Bun Bo Hue has Vietnamese taste, which is spicy, with high-quality beef. The Banh Cuon is very delicious. The price is not expensive regarding the quality of the dishes. I highly recommend this restaurant."
4,Le Hanoi,Tasty food.. fix the door( unpleasantly cold inside )
5,Le Hanoi, 
3,Le Hanoi,Pretty bland tasting Pho. You are better going just around the corner to the Pho & Bun if you want great tasting Pho.
1,Le Hanoi,"Food was okay, service was terrible and the server was rude and said everyone at our table must order a main dish (even though 2 of them already ate)"
1,Le Hanoi,terrible
4,Le Hanoi, 
4,Le Hanoi, 
4,Le Hanoi, 
4,Le Hanoi, 
4,Le Hanoi,"To be honest, I am not a fan of Vietnamese food because Hongkongized Vietnamese food has put me off it especially the cloyingly sweet broths which are a recipe for disaster but loved by the locals there.
Anyway, went to Le Hanoi in London …"
1,Le Salon, 
5,Le Salon,Great service with excellent staff. Visit here  few time for the wash and blow dry with different hairstylist. Always satisfied with the service! Definitely recommend
5,Le Salon,"(Translated by Google) Max cut very well, and was very patient, recommended ~

(Original)
Max剪得很好，而且很有耐心，推荐～"
5,Le Salon, 
5,Le Salon, 
5,Le Salon, 
5,Le Salon, 
5,Le Salon, 
5,Le Salon,I've been going here every month for 6 years.  Heller knows how to cut my hair exactly how I like it.
4,Le Salon,"(Translated by Google) More crowded, don't want to wait a long time to make an appointment in advance, men cut hair 20 pounds

(Original)
比较拥挤，不想等很久就提前预约，男士剪发20磅"
5,LEON,Interesting choice of food tasty
5,LEON, 
5,LEON, 
1,LEON, 
4,LEON,Lovely little Leon conveniently placed between Chinatown and Piccadilly. Offers a quick and tasty breakfast menu - including the moreish sausage and egg - and lunch/dinner items - such as the chicken thigh burger and chicken nuggets with …
5,LEON, 
4,LEON,Value for money
5,LEON,"I had a chicken burger , and it was really nice , I will definitely come back to eat!"
5,LEON,"Good food, served fast. The lentil masala and black bean rice boxes are great tasting and a reasonable price. The katsu chicken was a little light on chicken and a little overpriced though the katsu curry sauce was good."
4,LEON, 
2,LEON, 
3,LEON, 
5,LEON,"Delicious food, i was really suprised."
5,LEON,Great little discovery
4,LEON, 
4,LEON,"(Translated by Google) Some vegan option

(Original)
Alguna opcion vegana"
5,LEON, 
3,LEON,"Nice food, dirty table, filthy toilet"
4,LEON, 
4,LEON,Good quality/price ratio
5,LEON,Loved it! Glutenfree was great (and affordable)
2,LEON,Food wasn't really hot as they advertise....
4,LEON,Mais um lugar pra um lanche rápido em Londres. Boas opções de saladas e caixinhas de arroz com frango e chilli. Bem na linha mais natural e saudável.
5,LEON, 
3,LEON,Got the Chipotle vegan avocado burger. It wasn't that great however the fries were good. And a Korean mayonnaise. I also got their limit gingerbread deserve it was pretty good. Customer service was good
2,LEON,Service was quite poor and the food was expensive for what you get sadly.
4,LEON,"Definitely improved of late but still not back to its original excellence, lots of gluten-free food and service - eventually. Like I say quality is on the up."
4,LEON, 
5,LEON, 
5,LEON,"(Translated by Google) Everything tasted good, great service.

(Original)
Alles hat gut geschmeckt, super Bedienung."
4,LEON,"Friendly service, nice coffee"
5,LEON, 
4,LEON, 
1,LEON,The staff hot ALL of our wrong
4,LEON,Healthier and arguably tastier option to the major fast food chains. The mains range from £4 to £8 and all I have tried were really tasty. Staff is really nice as well and the organic coffee is really good. The only problem I have with …
4,LEON, 
5,LEON, 
5,LEON, 
5,LEON, 
4,LEON, 
3,LEON, 
4,LEON,"(Translated by Google) Good food, interesting flavors. Leon is located in Chinatown in London.

(Original)
Dobre jedzenie , ciekawe smaki . Leon znajduje się w Chinatown w Londynie ."
5,LEON, 
3,LEON, 
4,LEON, 
5,LEON,Absolutely fantastic please expand and open some branches up north
5,LEON,"(Translated by Google) Natural fast food very good, with varied options and very affordable price to be London.

(Original)
Comida rápida natural muy buena, con opciones muy variadas y precio muy asequible para ser Londres."
5,LEON, 
5,LEON,"(Translated by Google) For me, one of the best ways of fast food in London. They have a huge number of branches and a selection of really good quality, relatively cheap and tasty food. They work like fast food, so you get food immediately …"
4,LEON,"(Translated by Google) The food choices here are super diverse and British consumption is really not too cheap

(Original)
這裡的食物選擇超多樣化，英國的消費真的不算太便宜"
2,LEON,"Chicken burger was tiny (when unwrapped I could only see bun as the contents were so flat), chips were lukewarm and chewy but the chicken katsu box was quite nice. Overall very unimpressed."
5,LEON, 
5,LEON,Lovely coffee and I love the concept of Leon. Brekky items delicious
4,LEON, 
4,LEON, 
5,LEON, 
5,LEON,good esspresso
3,LEON, 
5,LEON, 
5,LEON, 
4,LEON, 
4,LEON, 
3,LEON, 
5,LEON,Each town of this world should have a LEON!
4,LEON, 
3,LEON, 
4,LEON, 
5,LEON, 
4,LEON,"(Translated by Google) Good food, got the rice with beans and the Chicken Cup then mixed together at the table. Excellent lunch.

(Original)
Buon cibo, preso il riso con fagioli e la Cup di pollo poi mixato insieme al tavolo. Ottimo pranzo."
3,LEON, 
5,LEON,"Lightning fast service, good enough food for my taste"
3,LEON,"(Translated by Google) Not bad .... a little too bland for my taste but for a fast stop it is fine .... also for the prices.

(Original)
Non male....un po' troppo insipido per i miei gusti ma per uni stop veloce va bene....anche per i prezzi."
5,LEON, 
5,LEON,Naturally fast food. It's a small place with loads of healthy options. Good prices and not long queues. Disable access yes but there is only one toilet for men and women and there you will find a big queue. Two tips tables to sit and enjoy …
3,LEON,Nothing to tell
5,LEON,Gooood food. Staff was super friendly.
5,LEON, 
5,LEON, 
4,LEON, 
4,LEON, 
3,Lido, 
5,Lido,"(Translated by Google) good to eat

(Original)
好吃"
4,Lido, 
2,Lido, 
5,Lido, 
5,Lido,"(Translated by Google) Delicious, recommended ~

(Original)
很好吃，推薦~"
5,Lido, 
5,Lido, 
5,Lido, 
4,Lido,"(Translated by Google) Okay

(Original)
還行"
1,Lido, 
5,Lido, 
4,Lido,"(Translated by Google) Old Chinatown Restaurant

(Original)
倫敦中國城老牌餐館"
4,Lido,Nice food
1,Lido,"(Translated by Google) A star seems to me a lot, they have put the bill in Chinese to make us the juja, 4,50 pounds that do not euros each 1 L water bottle and to top 7.50 pounds that do not euros for the service, this in the Chinese …"
3,Lido,"(Translated by Google) Ok ~

(Original)
還可以～"
5,Lido, 
4,Lido, 
3,Lido, 
2,Lido,Over priced. Not friendly staff.
5,Lido,"In the heart of China Town. Had a table of 6. Meals came quickly, were very tasty and big servings. Tea was constantly topped up."
4,Lido, 
5,Lido, 
4,Lido, 
4,Lido, 
5,Lido,"(Translated by Google) The vegetarian meals are good too.

(Original)
素食餐點做的也不錯。"
1,Lido,"Rude servers, mc donalds few blocks away offers better service and food"
1,Lido,"Rude staff, really overpriced and mediocre food. Literally better off getting tesco meal deal"
4,Lido,"(Translated by Google) With English food than not used, is really more delicious stir-fried Chinese Hello! Although Jidao slightly salty taste, but at least the habit of eating food.

(Original)
跟吃不慣的英式食物比 ，中式熱炒真的好吃多囉 ！雖然有幾道口味略鹹 ，但至少是吃的習慣的食物 。"
3,Lido, 
1,Lido,"Very rude staff, payment takes ages"
3,Lido,Order the mixed meat and seafood crispy noodles!
1,Lido,"Used to be good but not anymore, poor quality food and ridiculously expensive. Never again."
4,Lido,Beautifully cooked food.
5,Lido, 
5,Lido, 
5,Lido, 
4,Lido,Good food and quick service
5,Lido, 
2,Lido, 
5,Lido, 
4,Lido,Great place to eat but expensive.
4,Lido, 
4,Lido, 
4,Lido, 
4,Lido,"I couldn't fault the service or the food, although there was a small que, as a family we were seated reasonably quickly. 
We ordered from one of the set menus and the food was brought to the table, in good timing so you were never felt rushed, or had to wait long for the next course."
2,Lido, 
2,Lido,"(Translated by Google) Mapo tofu taste is very light, salt and pepper pork chop to eat well, waiter service quality is not high, there will be forgetting dishes and customer requirements.

(Original)
麻婆豆腐味道很淡,椒盐猪扒很好吃,服务员服务质量不高,会出现忘记菜品和顾客要求的情况。"
2,Lido,Good food but we are regular and the bill was more as this week they putting service charge up by 10% I refused to pay as the service was not good on 2 occasions the waiter tried to clear the table while I was still eating. So after probably 25 years I won't be back
2,Lido,"(Translated by Google) Food was OK but small portion and nothing special (expected more variety on my plate)

(Original)
Essen war OK aber kleine Portion und nichts besonderes (hatte mehr Vielfalt auf meinem Teller erwartet)"
1,Lido,Food was OK-ish. Service was not. Having waited 40 minutes for our main course we had lost our appetite and as such asked for the bill. They deducted £4 for not providing the mains! Shocking treatment when they admitted they had got it wrong. Would not recommend this place ever.
1,Lido,"(Translated by Google) My friends have finished eating before I receive my dish, it's outrageous

(Original)
Mes amis ont fini de manger avant que je reçoive mon plat, c'est scandaleux"
3,Lido,"Food was pretty good, apart from the Singapore noodles which tastes nothing like Singapore noodles, tasted more like ketchup noodles.

Cheung Fun took ages to arrive, we waited another 30 minutes after we finished our other food before it …"
5,Lido, 
2,Lido, 
3,Lido, 
5,Lido, 
1,Lido,"Went there today, late afternoon. As we entered, they kept looking at my wife from head to toe, especially head because she wears a hijab. We asked for a table for 2 and they told us to wait by the doors on the steps. The staff kept looking …"
1,Lido,"check your bill !!!! the staff were polite at the start and the dishes arrived in good time and tasted above average.
when it came to the bill, they just show you the total amount. i looked at it and the cost was no where near what i …"
1,Lido,"Cheating filth.
Our family had a lunch there today. Bill came as £70.00 which was strange. I took my calculator out and our sum came as £54. They claimed Jasmine tea was £6 and the rest is service charge.
I have been visiting this …"
4,Little Four Seasons, 
5,Little Four Seasons, 
5,Little Four Seasons, 
5,Little Four Seasons, 
5,Little Four Seasons, 
3,Little Four Seasons, 
3,Little Four Seasons,"The food was okay, but nothing more"
5,Little Four Seasons,Hot pots!
5,Little Four Seasons,One of the best tofu in London.
4,Little Four Seasons, 
4,Little Four Seasons,Best Chinese in Chinatown for grilled meats. The hotpots are pretty good too.
5,Little Four Seasons,"(Translated by Google) Decisive and efficient service. tasty food. The kind of places that come hungry to eat net.

(Original)
שירות תחליטי ויעיל. אוכל טעים. מסוג המקומות שבאים אליהם רעבים לאכול נטו."
4,Little Four Seasons, 
3,Little Four Seasons,The roasted duck is not as good as it used to be. I heard that they changed the chef.
2,Little Four Seasons, 
4,Little Four Seasons, 
4,Little Four Seasons, 
4,Little Four Seasons,"(Translated by Google) Decent offer

(Original)
Ordentliches Angebot"
4,Little Four Seasons,"Cozy Chinese restaurant, reasonable prices. Very good noodles dishes, I totally recommend the Singapore Noodles. Duck was also delicious"
5,Little Four Seasons, 
5,Little Four Seasons,How this place is regarded as only 3.6 is scandalous!! This is by far the best chinese restaurant I have ever been to in the whole of Europe!!
5,Little Four Seasons,The best Chinese food you can get in town.
5,Little Four Seasons,"Great Chinese in the heart of China Town, food is fantastic and value for money."
4,Little Four Seasons, 
5,Little Four Seasons, 
3,Little Four Seasons, 
4,Little Four Seasons,Great food
1,Little Four Seasons,"Overpriced food, some of it not made fresh just reheated in microwave. Slow service. They forgot our rice, couldn't start eating for at least 5 minutes. 12% service charge added to bill despite not having it displayed in advance anywhere."
1,Little Four Seasons,"The service was absolutely shocking (from the door staff and the waiter). The menu is not clear and the food is ok, although our dishes arrived 10 minutes apart."
4,Little Four Seasons, 
4,Little Four Seasons, 
4,Little Four Seasons, 
4,Little Four Seasons,"Good to have a meal in here, the opening time is quite longer than other branches."
5,Little Four Seasons, 
5,Little Four Seasons,Very good and authentic Chinese food
5,Little Four Seasons, 
3,Little Four Seasons,Not as good as I remembered
5,Little Four Seasons, 
5,Little Four Seasons, 
3,Little Four Seasons, 
4,Little Four Seasons,"A very good place with great portion of food.

猪肚鸡 is worthy for tasting."
5,Little Four Seasons,"(Translated by Google) Super tasty and authentic hot pot

(Original)
Super lecker und authentisches hot pot"
5,Little Four Seasons,Very good food and quick service. London prices.
4,Little Four Seasons,Good food.
3,Little Four Seasons,Nice food. But felt hurried
4,Little Four Seasons, 
5,Little Four Seasons, 
3,Little Four Seasons, 
5,Little Four Seasons,Delicious!
5,Little Four Seasons, 
4,Little Four Seasons, 
4,Little Four Seasons, 
4,Little Four Seasons,"(Translated by Google) The dishes are not too greasy and the waiters are a bit slow

(Original)
菜好吃不會太油膩，服務生速度有點慢"
5,Little Four Seasons, 
4,Little Four Seasons,"Excelent food, reasonable price, could improve the service"
5,Little Four Seasons, 
2,Little Four Seasons,"Quality of the food has gone down, prices gone up....and felt pressured to eat and get out quickly. Was one of our favourite places, but we won't be returning"
1,Little Four Seasons,"(Translated by Google) I will give 0 for this place. Very very poor service, people are so rude!! I have never seen such poor service Chinese restaurant in London! Don't come here!! Trust me!!

 The attitude is bad! Seeing all kinds of …"
3,Little Four Seasons,Just the same as every four seasons. Can get crowded.
5,Little Four Seasons, 
1,Little Four Seasons,"Started promisingly, but service was very poor after more tables were seated. Duck was cold and soggy and the replacement never arrived. Avoid."
5,Little Four Seasons,"This is the best meat and rice in Chinatown. The crispy pork belly is really good and pretty much the only one that’s actually crispy. The duck was great and the chicken was tender and juicy, whereas others are hard and dry. One bowl of …"
4,Little Four Seasons, 
5,Little Four Seasons, 
3,Little Four Seasons, 
4,Little Four Seasons, 
5,Little Four Seasons, 
5,Little Four Seasons, 
4,Little Four Seasons, 
3,Little Four Seasons,Dinning place with chinese cuisine.
5,Little Korea Restaurant,The chicken was delicious and the staff were very friendly.
5,Little Korea Restaurant, 
1,Little Korea Restaurant,Don't advertise on deliveroo if you won't accept orders
5,Little Korea Restaurant, 
5,Little Korea Restaurant, 
5,Little Korea Restaurant, 
5,Little Korea Restaurant,Superb food (best chicken ever) and nice personnel
4,Little Korea Restaurant, 
5,Little Korea Restaurant,They serve big dishes and for reasonable prices. very welcoming staff. Great work.
5,Little Korea Restaurant,Very good
5,Little Korea Restaurant, 
5,Little Korea Restaurant, 
5,Little Korea Restaurant, 
5,Little Korea Restaurant, 
4,Little Korea Restaurant, 
5,Little Korea Restaurant, 
5,Little Korea Restaurant, 
4,Little Korea Restaurant,"(Translated by Google) Korean restaurant is too expensive

(Original)
한인 식당 넘뮤 비싸요"
1,Little Korea Restaurant,Too expensive
5,Little Korea Restaurant,"(Translated by Google) Amazing friendly service.🙂 Love the food. Delicious food

(Original)
Amazing friendly service.🙂 Love the food. 맛있는 음식"
5,Little Korea Restaurant, 
1,Little Korea Restaurant,"Quick pleasant service but food quality is not the best, the fish we ordered wasn’t fresh.."
5,Little Korea Restaurant, 
2,Little Korea Restaurant,Tasteless ginseng chicken. Rice half cook. Fried chicken is a bit dry inside. Bibimbap was ok.
4,Little Korea Restaurant, 
4,Little Korea Restaurant, 
5,Little Korea Restaurant,Best korean restaurant in london
5,Little Korea Restaurant, 
5,Little Korea Restaurant,The food and the staff are amazing
5,Little Korea Restaurant,"(Translated by Google) It's so delicious and very expensive 👍👍 But even the boss and the staff are all good.

(Original)
여기 엄청 맛있고 가성비👍👍 근데 더군다나 사장님부터 직원들까지 다 착함 강추해요👍"
3,Little Korea Restaurant,Not bad. The quantity was quite large. Every one can definitely get full there.
3,Little Korea Restaurant,(Translated by Google) The price quality ratio a bit low. The service is fast and is nice because of the location. I did not have the opportunity to try the sushi but because of how it was served at other tables it was not very appetizing. …
4,Little Korea Restaurant,"(Translated by Google) Excellent Korean cuisine, a place mainly frequented by Orientals, Spartan, but excellent

(Original)
Ottima cucina coreana, locale frequentato prevalentemente da orientali, spartano, ma ottimo"
3,Little Korea Restaurant, 
2,Little Korea Restaurant,"(Translated by Google) The most unpleasant cold noodle I've ever eaten like this

(Original)
我长这么大以来吃过最难吃的冷面，和味道极其普通的石锅拌饭"
1,Little Korea Restaurant,very expensive and nasty salty food
2,Little Korea Restaurant,"(Translated by Google) No cold noodles at all
It's just a little nice and the price is too expensive.
Say you bring water and eat it again.

(Original)
일단 냉면 육수도 아예없고
제육만 조금 괜찮고 가격은 너무비싸네요.
물도 가져주신다고 해놓고 다먹고나서 다시말하니 갖다주시고."
2,Little Korea Restaurant,"My champong was really nice , however, the bibimbap was cold. Only the bowl was hot. The place was quite small even though they had down stairs seating. The staff depending who we’re not interested in us and seemed a bit rude. Maybe 1 …"
5,Little Korea Restaurant, 
1,Little Korea Restaurant,"I gave 5 stars before but it was almost one year ago. Today went back again but it looked like the management changed. Less food in plates, ordered a chicken bibimbap and there was just a few pieces.
The service.. oh the service.. is …"
4,Little Lamb London,Hotpot was good
5,Little Lamb London, 
4,Little Lamb London, 
5,Little Lamb London,Great food and service
4,Little Lamb London, 
5,Little Lamb London, 
5,Little Lamb London,so good ，😄nice service
2,Little Lamb London, 
5,Little Lamb London,Amazing customer service. Lovely food. Would definitely recommend this to all my friends and family!
5,Little Lamb London,Excellent service and amazing food for all the family. Highly recommended. The management is incredibly well mannered with an eye for detail. Will be back again.
5,Little Lamb London, 
5,Little Lamb London,"(Translated by Google) Reply to Jaysy Tank: I was also at the hot pot restaurant at the time, and the situation was: the puppy owner and the boss apologized politely, you took off your coat to drive out the violence against the dog. As a …"
1,Little Lamb London,"The dumplings were literally served frozen. For the astounding price you would expect them to not just be fresh but handmade! Staff were very inattentive and all stood chatting to each other, ignoring guests. Menus were also really grubby. …"
5,Little Lamb London,(Translated by Google) A friend recommended a while ago that this restaurant has always wanted to eat hot pot but I have no time to come to this store today. The environment is nice and quiet. The friend chose a package for two people. The …
5,Little Lamb London,"(Translated by Google) The little-tail sheep recommended by my friend came to try it last night. There were a lot of people on the weekend, but it did not affect the quality of service and speed of serving. The dishes were fresh and the …"
5,Little Lamb London,"(Translated by Google) Upstairs the ""Jaysy Tank"" I am the master say you come to pick puppy dog ​​aunt! First, I was not a little girl aunt! Your eye problems do not blame you! ! ! My dog ​​1.5kg, super cute little white Pomeranian like you …"
1,Little Lamb London, 
1,Little Lamb London,"Meat wasn't fresh. Some of meat changed colour.
It costs us for 30 pounds per head without drink but still hungry. One of my friends has really bad diarrhoea. Avoid it for your own good."
1,Little Lamb London,"(Translated by Google) As a hot pot restaurant enthusiast, I have to say that this restaurant tastes good, but it is also one of the most terrible hot pot restaurants. You can see the dog running out to the lobby while eating. After a …"
2,Little Lamb London,"(Translated by Google) The waiters are nice but really not tasty ... spicy pot bitter

(Original)
服务员很好 但是真的不好吃...辣锅苦的"
4,Little Lamb London,"After having previously eaten at Hai di lao in Shanghai, I was curious to try a hotpot restaurant on a much smaller scale. We booked ahead and were given a nice private booth downstairs. The service was very good with attentive staff. The …"
2,Little Lamb London, 
4,Little Lamb London,"(Translated by Google) Spicy hotpot where you can choose a variety of dishes after paying an amount! But the selected items are not complete, and a few other ingredients feel like they have time. The service staff was kind, but they didn't …"
5,Little Lamb London, 
5,Little Lamb London, 
3,Little Lamb London,"(Translated by Google) Push the soup! ! ! There are two ways to calculate. £26 is full (designated dish) with a single point.

(Original)
大推清湯！！！分兩種計價方式。£26吃到飽(指定菜)跟單點。"
4,Little Lamb London, 
4,Little Lamb London, 
2,Little Lamb London, 
5,Little Lamb London,Delicious hotpot! Great and speedy service. The staff were also so welcoming and friendly! I highly recommend this place!
2,Little Wooden Hut,Food was very average. The prawns were bad - not fresh and sticking onto the shell. Long wait for food after ordering.
4,Little Wooden Hut, 
4,Little Wooden Hut, 
1,Little Wooden Hut,"(Translated by Google) Expensive and unpalatable, super slow, what comes up is really unpalatable
It ’s bad taste and it ’s slowly
Dining environment is super bad, not clean, tableware spoons are dirty
The environment is dirty, do n’t come …"
5,Little Wooden Hut, 
3,Little Wooden Hut,"Food quality was great the first time we went there when the restaurant was just opened. However, now it’s trying to save budget and the food quality is reduced somehow...a shame."
3,Little Wooden Hut, 
5,Little Wooden Hut,"(Translated by Google) 25.8 pounds! !! !! You can order spicy and grilled skewers, plus a cold food foil paper staple, a thief bargain! !! Beef and cold fungus are awesome! I have n’t had time to shoot the disc, hee hee, the spicy flavor is …"
1,Little Wooden Hut,Booked this restaurant through OpenTable. Restaurant cancelled the reservation without letting us know in-advance. Totally recommend again dining here.
5,Little Wooden Hut, 
5,Lo's Noodle Co Ltd,"(Translated by Google) Cheap and delicious. Really like the radish cake (radish cake) and cha sui bun (叉烧包)

(Original)
Cheap and delicious. Really like the radish cake(蘿蔔糕） and cha sui bun (叉燒包）"
5,Lo's Noodle Co Ltd, 
5,Lo's Noodle Co Ltd,"love their products. Always get cut rice noodles,  and sheet noodles for my ho fan and cheung fan. I love their turnip/radish cake as i cut and pan fry them. Delish!"
5,Lo's Noodle Co Ltd,"Nine out of ten restaurants in Chinatown get their fresh Ho Fun and Cheung Fun noodles from here - and a well-known Michelin star rated restaurant as well. Local residents have also profited from Lo""s Noodles factory for more than 40 years. …"
5,Lo's Noodle Co Ltd,Super yummy and cheap rice noodles and dim sum baozi to take home! I bought 4 different kind of nap and radish cake and other sweets only for 20 pounds.It’s not easy to find but thanks to google map so in the end we found it!  too bad …
5,Lo's Noodle Co Ltd,"Honestly, get in before is too late!"
5,Lo's Noodle Co Ltd,Best place for fresh noodle. Note you have to use them the day you buy them
5,Lo's Noodle Co Ltd,"Been visiting for last 16 years , price always remain the same for the ho fun £1/lb weight. Freshly make every days, lot softer and tastier than those purchased from supermarket shelves. This is the best place to buy ho fun in United Kingdom, there's no place like this and quality of the noodle can't be beaten"
5,Lo's Noodle Co Ltd, 
5,Lo's Noodle Co Ltd,"Simple, authentic, cheap and delicious."
5,London Chinatown Restaurant, 
4,London Chinatown Restaurant,Just good fun
2,London Chinatown Restaurant,Save your money and eat elsewhere
5,London Chinatown Restaurant, 
