text,label,place
good service & value for money.,5,Happy Lemon
great milk tea and cheese cake.,5,Happy Lemon
hell yes best bubble tea,5,Happy Lemon
"the milk teas here are nice and tasty. there's no option to control the level of sugar in the drinks, though it's neither too sweet or bland. mainly tried the fruit flavoured bubble teas, which are delicious.",4,Happy Lemon
"quick service even on very busy day. coconut milk tea and mango green tea are my favourite one :). the shop is also very cute looking, definitely on my list of top places ti get a drink. would recomend it to socially awkward people just like me (no awkward moments or incidents in the time i have been there)",5,Happy Lemon
very popular as it had a long queue! worth the wait with a delicious mango and jelly smoothie. its becoming one of my favourite bubble tea shops plus its so cute,5,Happy Lemon
happy but long wait,5,Happy Lemon
very nice!,4,Happy Lemon
the best bubble tea in london. you can chose from lot of options. i love them.,5,Happy Lemon
good bubble tea outlet,4,Happy Lemon
great bubble teas. always busy.,5,Happy Lemon
best bubble tea in londonnice teanice service,5,Happy Lemon
one of the better ones,4,Happy Lemon
bad tapioca bubbles :/,1,Happy Lemon
rock salted cheese is amazing drink.,5,Happy Lemon
awesome matcha based hot drinks!,4,Happy Lemon
quick service for some great bubble tea.,5,Happy Lemon
"the best bubble tea in china town .should try tiramlsu milk tea !friendly staff especially ""dondon""",5,Happy Lemon
"reasonable prices, wonderful staff and tasty beverages! ",5,Happy Lemon
best bubble tea in chinatown!,5,Happy Lemon
interesting bubble tea drinks - including one with salted cheese,4,Happy Lemon
classic bubble tea flavours. my fav in london.,5,Happy Lemon
happy lemon is the best tea shop for healthy fresh tea and milk tea with the friendliest most helpful staff i recommend you visit soon .,5,Happy Lemon
"buy 3 drinks, two add triple pearls and the other only add single. but when i get home, the topping look the same, i can not distinguish which add triple preals which add single, even there had a label on the cup. ",1,Happy Lemon
service was a bit slow as there was only one staff member working but was very friendly,4,Happy Lemon
tasty but pretty expensive for a drink.,3,Happy Lemon
rock salt drinks are definitely a must try here at happy lemon. don't mind the crowd - the queue moves very quickly ,4,Happy Lemon
"nice refreshing tea, small shop que went outside the door, servjce was quick. ",3,Happy Lemon
very good! almost comparable to the happy lemon in the us,5,Happy Lemon
"bubble tea was okay, prices are high and you can only pay by cash. wouldn't recommend seeing as there are about 5 better ones nearby and one is literally next door.",2,Happy Lemon
good bubble tea! best in chinatown,4,Happy Lemon
the best bubble tea in london.the tea ready like taiwan style.,5,Happy Lemon
the best bubble tea i ever had!!,5,Happy Lemon
really good chocolate mint tea! will be back to try the other flavours ,4,Happy Lemon
good quality and fast service,4,Happy Lemon
one of the best bubble tea places in london! love it.,5,Happy Lemon
i started to hate happy lemon because of this brunch !!! i dont understand why the taste of my (always the same order) doesnt taste the same? manchester stuff they know their work much better,2,Happy Lemon
"their cream crown style boba is honestly my favorite style of boba on the planet. the cream crown is lightly salted, which actually really works with a sweet tea or milk tea. my go to order is the classic milk tea with boba, but with the cream crown.",5,Happy Lemon
best bubble tea. delicious. the staff are very nice too. i'm a frequent customer,5,Happy Lemon
"fantastic! i went to the happy lemon yesterday, i tried the green tea with rock salt cheese which   is definitely my favorite one. it is so amazing! i never thought it would taste so good. very nice shop!",5,Happy Lemon
"big selection of bubble tea! i can never decide whether i like cuppacha or happy lemon more, so i just keep alternating the two. it's always pretty busy here, which i take as a good sign. pro tip: ask to adjust your sugar and ice levels (i always go for 'less sugar' and 'half ice' to cut down on the sweetness a bit)",5,Happy Lemon
"customer service is terrible. i asked what the salted cheese was about. she to pointed at the first list, i picked one...wasn't salted cheese...wasted my money",1,Happy Lemon
amazing selection of drinks..,5,Happy Lemon
extremely bad customer service. took the wrong order and blame on the customer. really nice shot!,1,Happy Lemon
my best tasting milktea so far in central london..,5,Happy Lemon
small store so often a line but not a long wait. the tapioca pearls and taro balls are consistently fresh. this place does the best cream on top version.,5,Happy Lemon
i always go to grab a drink here whenever i find myself in chinatown.,4,Happy Lemon
"great bubble tea  and amazing cheese cake, really enjoyed it.",5,Happy Lemon
never disappointed ,5,Happy Lemon
the cake wasn't so good as i imagined,2,Happy Lemon
"great matcha drinks and bubble tea, unreasonably busy though, the shop was way too crowded and service wasn't the fastest.",3,Happy Lemon
awesome service! remember my usual drink each time i visit.,5,Happy Lemon
"really good, but busy",5,Happy Lemon
"nice,  a bit expensive and no lychee flavour! ",3,Happy Lemon
"very strange thing to try) but funny and childish! many chemicals in this tea tho, imho",4,Happy Lemon
wonderful drinks and best service :),5,Happy Lemon
the service here can not be more rude. not only in the tone but also in their body language.,2,Happy Lemon
"as a taiwanese, i didn't like it at all. the drink was (i think) added with a lot of artificial flavor.",2,Happy Lemon
liked it overall though i won't be rushing back. the chocolate tiramisu boba was just chocolate milk. my friend's taro milk tea was too sweet and didn't really taste of taro at all. this place also lacks variety and the prices are a bit high. i prefer cuppacha next door.,3,Happy Lemon
standard little bubble tea shop. ,3,Happy Lemon
best bubble tea,5,Happy Lemon
i will rate 3,3,Happy Lemon
exactly the same as in china!,4,Happy Lemon
i come here every morning for milk green tea. great drink and friendly staff. love it,5,Happy Lemon
poor custemer service!!! never being treated rudely like that before ..,1,Happy Lemon
the mango lemon smoothie is great for summer!,5,Happy Lemon
"serves great variety of tasty bubble tea. small place, efficient and quick service.",4,Happy Lemon
went to get some bubble tea but did not have any cash on me.. was told i would have to pay 50p as it was under 5... as this is not inline with uk law i did not purchase and walked away.,1,Happy Lemon
"out of all the bubble tea places, this is probably the most unique with its baked sea salt cheese topping option. it's like drinking a yummy cheesecake! ",4,Happy Lemon
"very popular, always busy, fast service, beautiful tea.",5,Happy Lemon
the worst service ever! the waitress there is beyond rude.,1,Happy Lemon
the only bubble tea place i would go in china town,5,Happy Lemon
always too much syrup,1,Happy Lemon
great bubble teas! ,5,Happy Lemon
"the guy ignored me completely as i tried to get his attention for a whole minute, he served me rudely, and then went on to charge me 50p to pay with a card even though its illegal. i only rated 2 because the drink was ok but not served with care.",2,Happy Lemon
"best bubble tea place in london. would only go for the original milk tea though, other options are made with artificial flavors.",4,Happy Lemon
"fell in love with their drinks but not so much for the shop. strategically located in london's chinatown, but it's a shame that the shop is way too small to accommodate the number of patrons especially during peak times.",4,Happy Lemon
"this is definitely one of my favourite places for bubble tea (boba) in soho. i adore their taro however be warned most of the flavours are extremely high in sugar. oh and don't mind the queue it moves extremely quickly. my recommendation: taro milk tea, half sugar, ice and tapioca ",5,Happy Lemon
ok bubble tea. pretty ok service even as a chinese speaker.milk tea tasted like bathroom cleaner,1,Happy Lemon
bubble tea here is amazing :) one of my favourites when i visit london,4,Happy Lemon
no salt cheese for today.,4,Happy Lemon
salted cream cheese crown is amazing,4,Happy Lemon
lovely bubble tea and cake quick and yummy,5,Happy Lemon
"they have the best japonais cheese cake in london with 3 different sizes ( s , m , l )3.39.512.5",4,Happy Lemon
"friendly staff, excellent and swift service and a wide range of bubble tea flavours to pick from. would strongly recommend the chocolate mint, oreo. keen to try the yakult one (:",5,Happy Lemon
"great bubble tea, but had run out of aloe...",4,Happy Lemon
love it. always tastes amazing.,5,Happy Lemon
good bubble tea.,4,Happy Lemon
"perfect bubble tea and the most customisable i've had, you can even select your sugar level!",5,Happy Lemon
one of the most popular bubble tea shops in mainland china has come to london. if you want bubble tea this is the place to go,5,Happy Lemon
my friend tells me it's the best bubble tea in london. i have not tried them all yet but it's a solid contender within the ones i did. ,5,Happy Lemon
"busy, but quick moving line. yummy bubble tea!",4,Happy Lemon
myself and my friend's phone both got stole in the shop. the staff was not helpful. be careful at that store.,1,Happy Lemon
oh ! it is the best bubble tea in the london!  the shop is very popular and the staff is very friendly! i will definitely come back!,5,Happy Lemon
"delicious drink, but closed 20 minutes earlier than advertised.    the entire staff was there with the window open and they closed the door in our face. if times incorrect then change the information.",2,Happy Lemon
"this shop definitely has the best the bubble tea in london even the whole uk. every time i will  get rock salt cheese green tea with double tapioca, it's amazing! ",5,Happy Lemon
love the drinks and cakes but the customer service is appalling!!! ,1,Happy Lemon
good taste and the tapioca pearls were chewy and tasty. the shop has loads of interesting flavors to try it's pretty popular.,3,Happy Lemon
"the fluffy cheescake is very good. it's better that what i tasted in osaka, japan",5,Happy Lemon
"i love the tea but the service is not the best,  would think they are more like a sour lemon not happy at all",4,Happy Lemon
there's often a queue but amazing bubble tea. they accept amex too! (5 minimum spend),4,Happy Lemon
the japanese light cheesecake is superb!,5,Happy Lemon
this is the worst bubble tea in soho.you can get better one at the next bubble tea shop.,1,Happy Lemon
mango lemon tea on a hot day - this is the place!,3,Happy Lemon
great rock salted cheese bubble tea! unique and very addictive!,5,Happy Lemon
junk. paid 4.40 for a iced lemon tea and it tasted artificial. definitely will not be going back. starbucks or costa thank you very much.,1,Happy Lemon
great selection of food and friendly staff!,5,Hong Kong Buffet
"the best buffet in london, for 10 you can eat very delicious food. the best is the sweet & sour chicken.me and my family enjoyed it :)",5,Hong Kong Buffet
great service an tasty food,4,Hong Kong Buffet
"we just visited this restaurant if you can call it like this.food taste and quality is very poor .we been with my boyfriend ,have  two juices and pay bill 32 and restaurant have not got any dessert.will never visit this place again and would not recommend for nobody else.",1,Hong Kong Buffet
the food was nice enough but not a huge range. located on a very nice chinatown street which was very lively and looked nice at night.,3,Hong Kong Buffet
"good restaurant. free buffet, quality food.",5,Hong Kong Buffet
food is not bad but boss is very unpleasant person. he called for security when we asked him about wrong price on our recive. no coment...,1,Hong Kong Buffet
friendly atmosphere. food tasty but some a bit tough. limited with choice. mainly chicken.,3,Hong Kong Buffet
"the chicken is raw, the food is oily and disgusting, the price is too high for the garbage food",1,Hong Kong Buffet
"they still use plastic straw 22/08/2019, and take only cash, very backward, service is okhay, food is not great. not recommended.",1,Hong Kong Buffet
"great place, i wish to take home but they told me only here ",5,Hong Kong Buffet
the food & choice was good also good value for money,4,Hong Kong Buffet
next time if you want the best chinese in london visit karwoo in stepney green and forest gate,1,Hong Kong Buffet
this was a great surprise  for an afternoon snack.staff great and friendly. ask them what's in the dishes and they're happy to explain.food's tasty. east as much as you like.,4,Hong Kong Buffet
staff were brilliant and made sure my 2 children had a lovely visit.,4,Hong Kong Buffet
"food is fine, service was good.",4,Hong Kong Buffet
amazing place cheap and it's all you can eat,5,Hong Kong Buffet
not the greatest offering. choice very limited staff didn't want give as a second set of knives and forks.,2,Hong Kong Buffet
"food was good & tasty, staff very attentive but you must watch that when paying they give you the change its cash only and they kept my change until i asked for it to be returned we wonder how many tourist have had the same.",3,Hong Kong Buffet
"the food is good but staff refilling the empty trays from the buffet area was on delay, the place is quite small so the price (12.95 per person) it's a little bit high. friendly staff, clean place...yes, naybe i'd come back again any other time",4,Hong Kong Buffet
for the price (around 13 pounds) very very good. wide range of choices and fresh too. good service to top it off. i'd pick this over the other buffet places in the area.,5,Hong Kong Buffet
excellent  very good value for money food was good hot and accessible  eat as much as you liked!! decor could have been better but it's the food that counts!! and that was good,5,Hong Kong Buffet
"fantastic food, very welcoming employees, regularly good character. they charge fair pricing and the food quality is good. keep up the good work.",5,Hong Kong Buffet
good meal with a variety of food in the buffet.  very friendly service and a reasonable price.,4,Hong Kong Buffet
"one of the best places that you can eat at, the staff were very friendly and helpful, they were also quick with taking dirty dishes off the tables. i would recommend it for everyone!",5,Hong Kong Buffet
"tasteless food, very limited choice, too expensive, generic subpar chinese buffet. staff was lovely though",2,Hong Kong Buffet
"surely the best chinese all-you-can-eat buffet restaurant in chinatown. a great selection of food, always fresh/regularly replenished, great value, licenced to sell alcohol and friendly staff. there's nothing not to love!",5,Hong Kong Buffet
decent food and friendly atmosphere. the staff were very good and on the ball.,4,Hong Kong Buffet
"all you can eat,one of the better looking food selections for the all you can eat restaurants that we saw in china town, good tasting food , decent meat portions in the meat dishes but plenty of vegetable alternatives if needed, nice freindly staff. but cash only.",4,Hong Kong Buffet
go if you are really hungry and you will be fully satisfied!,4,Hong Kong Buffet
reasonable prices and a good selection of buffet food. food was very nice. satay chicken very nice and the noodles. well worth a visit. i will certainly use again.,5,Hong Kong Buffet
"i visited hong kong buffet while on a visit to london with wiltshire college, and i have to say they really exceeded all my expectations. it was a phenomenal experience from start to finish, i went for a cultural dish of chicken nuggets and chips and it was amazing, without a doubt the best part of my trip to london.",5,Hong Kong Buffet
not good at all would not recommend this place. food cold because it is next to door and service not good. cash is preferred if you pay by card they get very rude and a little offensive,2,Hong Kong Buffet
"overpriced at 14.30 plus 10% service chstge,  service is quite forceful, service charges according to your whole bill, will not go back. dessert was straight out of iceland, and not the country only the shop. if yiu want to break your teeth, please seek a dentist.",1,Hong Kong Buffet
selection wasn't the biggest but what was there was really tasty. constantly bringing fresh food out. would highly recommend,4,Hong Kong Buffet
very good price for a buffet in central london. friendly waiter who by the way can also speak spanish!,4,Hong Kong Buffet
"extremely busy, very cramped rushed through your meal",3,Hong Kong Buffet
good fast service all u can eat great to st and run before a show not the greatest food obviously but we still enjoyed what we had,4,Hong Kong Buffet
"wow! set price buffet in soho! the food was incredible, and the service second to none ",5,Hong Kong Buffet
might actually have been the best place we ate at the entire trip!,5,Hong Kong Buffet
"a lot and testy, and friendly staf!",5,Hong Kong Buffet
very nice.,5,Hong Kong Buffet
great food and lovely staff,5,Hong Kong Buffet
good food. okay staff. very cramped,4,Hong Kong Buffet
"it's an eamayl. quite pricey for the quality, but it's competative for the area.",3,Hong Kong Buffet
an okay place when you're hungry. it's neat too. i'll visit again,3,Hong Kong Buffet
food could have been tastier and a larger selection of desserts would be nice. price of 11.95 per person not including drinks not the cheapest. staff very helpful and friendly,3,Hong Kong Buffet
"children are 10 and under, any older charged adult price and 10% service charge",3,Hong Kong Buffet
"the food was ok, very warm, average. staff were relaxed, even one of them eating the complimentary mints. very laid back atmosphere which was off putting, would i recommend, yes with the lads for a belly filler, no for couple on a nice evening meal!",3,Hong Kong Buffet
not for lovers of food tasteless!! not again!,2,Hong Kong Buffet
pretty nasty.,2,Hong Kong Buffet
disappointed with quality of food and service. i would rather prefer to walk around than having a meal here next time.sorry guys.,1,Hong Kong Buffet
nice food.,5,Hong Kong Buffet
"nice surprise. food was tasty, vegetables fresh, not too much oil as expected. decent selection. i still don't understand why i have to pay table service in a buffet....",3,Hong Kong Buffet
fab so full now,5,Hong Kong Buffet
no buggy allowed inside.,1,Hong Kong Buffet
"staff with a bad attitude, rude. never come back",1,Hong Kong Buffet
friendly welcome from staff. very popular with lots of customers. great choice of buffet including salad.,4,Hong Kong Buffet
well i've seen better. not good food.,3,Hong Kong Buffet
not that good,2,Hong Kong Buffet
"nice place, nice hot food, good variety. may have to share eating space with a stranger",3,Hong Kong Buffet
"this has got to be the worst chinese ever. do not waste your money on such bad food, in a dirty and cramped environment like this one. the staff ignore you until it is time to pay the very extortionate price for such dire quality food, barely fit for cockroach grub.would have given it a -5 star if i could. stay away!! .",1,Hong Kong Buffet
budget fixed price no frills all you can eat buffet. good value and friendly staff.,4,Hong Kong Buffet
"quick staff, food is what you pay for! some dishes are very nice, others feel like they have been around for some time. however it's a buffet, that's what you get sometime. the chinese tea was nice, we had good portions of food for the money. seating was quite cramped directly next to the buffet, which was a bit uncomfortable.",4,Hong Kong Buffet
staff friendly and great value,5,Hong Kong Buffet
good chinese takeaway style food nothing of fine dining quality but good for a quick eat and good price drinks cost a bit more but that's to be expected,3,Hong Kong Buffet
only cash and very bad behavior if you do not have pounds. i would never even go through it again.,1,Hong Kong Buffet
"nice place, all you can eat for a great price",5,Hong Kong Buffet
"waiters was rude, food was ok, but very overpriced for it's quality. better eat somwhere else.",1,Hong Kong Buffet
very cheap and average.,3,Hong Kong Buffet
"as soon as we sat down with our food, someone else was complaining about how cold the food was. the food was cold and we complained aswell only to be told it was due to the aircon and the door being open and they told us to dig deeper into the tray and the food might be warmer. no apology whatsoever. not even worth 1 star really.",1,Hong Kong Buffet
average at best.  expensive for what you have on offer.,2,Hong Kong Buffet
affordable chinese food. very friendly staff,3,Hong Kong Buffet
"good food, 11 eat as much as you want",4,Hong Kong Buffet
decent food at decent price,4,Hong Kong Buffet
"amazing food, not so much variety but everything is really nice. the stuff is very helpfull with everything. the total for 4 persons 4 soft drinks and the service charge was 62, decent amount for that amount of food. coming again if i am around here.",5,Hong Kong Buffet
"the food was alright, it was a little more expensive than the other chinese buffets on the same road so they aren't very competitive.they had advertised being cash only but this was causing lots of issues by having a broken card machine.",3,Hong Kong Buffet
"good service, excellent food",4,Hong Kong Buffet
"very nice buffet here, judging by the look of the foods, this place is far better than other buffets",4,Hong Kong Buffet
"overpriced, poor quality and they even charge a service fee (it's self service!) drinks overpriced, much better option nearby, i made a mistake with this place.",2,Hong Kong Buffet
decent but it is a buffet,4,Hong Kong Buffet
wasn't impressed to be honest prices weren't to bad. but thought some of the chicken dishes which is all they really have was stale and tough.,1,Hong Kong Buffet
good food for a buffet,4,Hong Kong Buffet
"value for money, nice staff.",3,Hong Kong Buffet
great food,5,Hong Kong Buffet
"terrible, didn't like any of it!",1,Hong Kong Buffet
not bad for a busy central london buffet. good if you are real hungry and in a bit of a rush.,4,Hong Kong Buffet
good food and price,5,Hong Kong Buffet
great food for a great price.,5,Hong Kong Buffet
"you get what you pay, not a huge selection but fine for lunch wouldnt do dinner",5,Hong Kong Buffet
very nice place. had a lovely meal.,5,Hong Kong Buffet
"not much variety. very over priced. the food was ok. for myself and my wife it cost 33.00 we each had buffet and one soft drink each. 10% service charge added. a very small restaurant so it wasn't very comfortable. toilets weren't very clean either. if i had seen the wc before eating, i wouldn't have eaten there to begin with.",2,Hong Kong Buffet
"no thrills, all you can eat restaurant - with a sting in the tail. we received a nearly 10 surcharge, for ordering 3x colas. will we be going there again - no !",2,Hong Kong Buffet
i am glad i ate here before reading some of the negative reviews. it is a no frills cheap eating house and is good value for money. our food was hot and tasty and the staff pleasant.,3,Hong Kong Buffet
a nice place to eat if you want traditional taste for a low price.,4,Hong Kong Buffet
excellent food and variety. normal price and polite staff.,5,Hong Kong Buffet
good variety polite service,3,Hong Kong Buffet
they only take card.,3,Hong Kong Buffet
"food was cold, stale,tasteless,overcooked,reheated, wish i would of read the reviews before going as would never of gone how this place is still open is beyond me.",1,Hong Kong Buffet
just horrible,1,Hong Kong Buffet
lisle street,3,Hong Kong Buffet
just bad,1,Hong Kong Buffet
horrific,1,Hong Kong Buffet
worse nightmare ever!!!!,1,Hong Kong Buffet
food is terrible,1,Hong Kong Buffet
never again !!!!!!,1,Hong Kong Buffet
"not the best food in chinatown, of course, but for less than 11 per head for all-you-can-eat, the choice is pretty good, including large king prawns, chicken satay, and lots of other tasty options. cash only, though, so visit an atm first. mls",3,Hong Kong Buffet
"all the food was as cold as the night king's heart, the service was as crumby as a gregg's sausage roll and the place was as filthy as a 40 a day smoker's lungs. but my tiger beer was just above room temperature, so it's got that going for it. ",1,Hong Kong Buffet
terrible food,1,Hong Kong Buffet
shitty food. there were still feathers on the chicken wings so i had to throw them away. and i felt that it was very overpriced. i would rather eat something more.. clean and delicious with the same price. also they charge you 10% service fee which i hadnt got any. ,1,Hong Kong Buffet
an all you can eat buffet and a good selection of items.,4,Hong Kong Buffet
the decor inside is pretty low quality. the food is bs - the a small selection and i ended up with food poisoning. they also add a 10% service charge even though all we said was two buffets please and please can we have the receipt,1,Hong Kong Buffet
great value for money. lovely soft noodles and great selection,5,Hong Kong Buffet
"food was cold and staff thought it was fine.  food was watered down, there was nothing inside the spring rolls.  it was horrible.",1,Hong Kong Buffet
"food cold, over priced drinks which came out of a can with a 65p label on. would not recommend even if it was the last buffet on earth.",1,Hong Kong Buffet
best eat as much as you like in london,5,Hong Kong Buffet
"decent selection of food however they dont take card payment, table service fee for a buffet?? and no recipt!",2,Hong Kong Buffet
"when i went it was really cute, the food was great, the staff were friendly (even tho there was a bit of a communication language mishap with one of them, bless). i'd definitely go again, its good value for money but i think i have a bit of a crush on one of the workers so you can just ignore this review...",4,Hong Kong Buffet
"food is cold and inedible, the staff are rude. no service with a smile. price was too high for what it was. i would not even recommend it for prison convicts.",1,Hong Kong Buffet
"good treatment, but very bad quality! all the fried dishes weren't crunchy, all soft and very bad texture.very plain flavoursnot to recomend",1,Hong Kong Buffet
dissapointing. wish we'd looked around first and chose a different restaurant. all decent food in window. but nothing that impressive. not clean and flies. overpriced meal for what it was. didn't really fancy a 2nd plate. low standard food,2,Hong Kong Buffet
nice buffet for a 12 all you can eat. decent enough ,5,Hong Kong Buffet
"disgusting, raw chicken. don't. just don't.",1,Hong Kong Buffet
"service non-existingfood - dry, and not our taste.",1,Hong Kong Buffet
"food decent, not a great choice as the price reflects..staff seen to be away with the fairys but i found them ok. one has to be direct and no small talk and don't use humour over their heads as they lack understanding. you can fill your boots with the food, so you should and enjoy ",3,Hong Kong Buffet
stopped in here for the all you can eat take out box fill your self and go.so they didnt have a lot of choice just the basics but the food wasn't  bad for price,3,Hong Kong Buffet
"amazing value, all-you can eat style buffet. not very crowded with great staff",4,Hong Kong Buffet
"food was all cold, there were flies, and it cost 18. tables, walls and floor all dirty. there was a bad smell coming from the counter area, we left after 1 plate of the buffet. ",1,Hong Kong Buffet
"too expensive for what u get, food 2 interior 1 staff 2",2,Hong Kong Buffet
"hair in food, quite pricey with no desserts included in the price although food was nice. one of the best time that we had whilst in london, just because it wasn't that great!",2,Hong Kong Buffet
"one of the worst food i could possibly eat.cheap but bad.please do not eat here, is worst than being hungry all day.",1,Hong Kong Buffet
was my worst buffet experience ever.,1,Hong Kong Buffet
probably the worst chinese buffet i have been to. i should have read the reviews first but never mind im still alive 10 minutes after eating here.,1,Hong Kong Buffet
"unedible, worst chinese, difficult to even call it food",1,Hong Kong Buffet
good selection,4,Hong Kong Buffet
not too much food to choose.... ,2,Hong Kong Buffet
"dirty, luke warm food.  no card facilities. ",2,Hong Kong Buffet
"staff was very  rude, service was poor, place is small, noisy i am never coming back",1,Hong Kong Buffet
"despite the food being okay, staff were incredibly rude! i pointed this out as we paid expecting some kind of apology and the response was, ""so, you don't like it, don't come back!"" advice i'll certainly follow.. avoid!!!",1,Hong Kong Buffet
can eat food as much as i want!,4,Hong Kong Buffet
a bit expensive for what it is. not so much cooking to choose.,2,Hong Kong Buffet
"umh,,,, i will never go here again......it's your choice but i don't recommend :(",1,Hong Kong Buffet
is ok the food,3,Hong Kong Buffet
one of the worst buffet type restaurants that we have encountered.,1,Hong Kong Buffet
okay food. not bad at all but not amazing i'd say. ,3,Hong Kong Buffet
"we had the buffet, a little expensive but a good selection of food",3,Hong Kong Buffet
"hardly any selection, dishes not replenished . plastic cup and plate. the food we had was ok but bland and dried out. wouldn't go again ",1,Hong Kong Buffet
well worth the money,5,Hong Kong Buffet
"not a lot of choice, but what we had was tasty. ",4,Hong Kong Buffet
it is what it is. cheap for china town and no queue when you're beyond starving (or just feel like it).,3,Hong Kong Buffet
avoid like the plague! food was uncooked and cold! staff were also extremely rude and unhelpful. they actually accused our party of not having the monet to pay! how can anybody be expected to enjoy raw chicken! only go if you really want food poisoning ,1,Hong Kong Buffet
nothing special. kids meals are over priced. average food. much better places nearby.,2,Hong Kong Buffet
"10 for all you can eat, good variety in food and friendly staff",4,Hong Kong Buffet
bad experience,1,Hong Kong Buffet
best asian food buffet,4,Hong Kong Buffet
"dreadful food , dreadful staff. enough said.",1,Hong Kong Buffet
"bad food, bad service",1,Hong Kong Buffet
"busy always, gets stressfull",3,Hong Kong Buffet
very unpleasant staff that complains about you or other customers assuming you don't understand chinese. very rude.,1,Hong Kong Buffet
terrible food and miserable staff. save your time and money!,1,Hong Kong Buffet
"don't eat here, it's fowl",1,Hong Kong Buffet
good place to eat and go.its not your usual.,3,Hong Kong Buffet
friendly staff. tasty food ;) thank you!!,5,Hong Kong Buffet
good enough variety and hot,3,Hong Kong Buffet
"bland food, uninterested staff, poor selection, plastic cups...what more to say? don't go.",1,Hong Kong Buffet
one of only a very few buffet restaurants around china town.,4,Hong Kong Buffet
"sometimes the food is cold, not big choice of the dishes.",2,Hong Kong Buffet
the food was very lackluster and flavourless.,1,Hong Kong Buffet
food was cold,1,Hong Kong Buffet
"i pop there yesterday...really disgusting! i saw something suspicious but i skipped of it, but is ok if you are starving a lot, you can survive at least once in your live....or maybe not, who knows, you guys can try to see what's up",1,Hong Kong Buffet
good food but they stared at me after 3 hours,3,Hong Kong Buffet
was okay but not lots of choice,3,Hong Kong Buffet
"good cheap food and friendly staff, but limited choice and a service charge i wasn't aware of in advance. cash only.",3,Hong Kong Buffet
"very good food, fresh and hot, the staff were very friendly and polite and very attentive. the chicken wings and the prawns were great. the deserts as well. good value for money. definitely will return.",5,Hong Kong Buffet
i go quite a lot.,4,Hong Kong Buffet
"terrible food, selection and service. don't waste your time or money.",1,Hong Kong Buffet
eat all you can for 13.5 pounds,5,Hong Kong Buffet
for 11.95 it was awful. food was flavorless and the quality was just bad. what a waste of money. would not reconnect to anyone. to add insult they charge an additional 10% for service charge.,1,Hong Kong Buffet
good all you can eat buffet,3,Hong Kong Buffet
"good selection of tasty dishes, very good value for money, friendly and helpful staff.",3,Hong Kong Buffet
"the food was ok but the ketchup was out of date and one of the toilets had a dirty puddle of water on the floor with 2 pieces of chicken floating around on it. drinks were way overpriced, you can get 500 ml's for 1 but they sell 330 ml's for 3.20.",1,Hong Kong Buffet
"for 9.95 its pretty good. obviously its not upto the same standard as some of the more expensive restaurants, but the food was all hot on my visit and similar in standard to chinese take away type offerings. a decent selection considering its quite a small place.",4,Hong Kong Buffet
foods are so so yet the staff were super duper rude. we required to change our hot water to cold water. we were just trying to ask them will it possible to change and didn't force them to change but they mad and treated us rude and don't even want to serve us the water. ,1,Hong Kong Buffet
this is a very nice chinese restaurant. the flavour and price is amazing.,5,Hong Kong Buffet
"was really looking forward to visiting china town with my boyfriend who's never been before, however, the food at this restaurant was absolutely awful. tasteless and bland, and had to spit some dishes out. the staff were rude and miserable. horrible horrible place. ",1,Hong Kong Buffet
"poor quality more pricey than other surrounding chinese buffet, but food not tasty at all, few choices, lack of seasonings very disappointed, would not recommend most of all you should pay 10% service fee without any receipt given back",1,Hong Kong Buffet
great food but no desserts nice relaxed atmosphere but could do with lick of paint,4,Hong Kong Buffet
best chinese buffet i've been to. big. lots of choice. ,5,Hong Kong Buffet
"great food, polite staff, good price.. everything you want in a small buffet restaurant.",4,Hong Kong Buffet
"food was cold and saturated with oil, no smile with service. staff eating their nice hot food in front of us while we're eating chewy, bland, greasy mass produced products.",1,Hong Kong Buffet
nice meal,4,Hong Kong Buffet
"buffet was ok, but won't be going again as rude and unhelpful staff, hugely overpriced drinks and no pricelist - one of us ended up having to get more cash whilst the other had to wait. it is 2017, get a card machine! ",1,Hong Kong Buffet
"wow. a really down to earth place in chinatown. food tastes ok and dont look too hard, vinegary sharksfin or crab soup, hard to tell, but tasty. crispy chicken wings rule, with sweet sour sauce.",3,Hong Kong Buffet
disgusting food. pls don't get in. worst meal ever. i almost throw up.,1,Hong Kong Buffet
really bad taste and location. food barely hot when not cold. was the only thing affordable but nothing i can say tasty! go away... ,1,Hong Kong Buffet
worst chinese food i have ever had in my life.,1,Hong Kong Buffet
"despite other reviews the staff was very attentive to us, even when the place was almost full. but that's the only good thing i can say about this palce. the food was really bland and most of it was cold. not really worth the money at all. ",2,Hong Kong Buffet
"buffet, good price, good selection. tasty food! ",5,Hong Kong Buffet
"the food was ok, certainly better than some of the other all-you-can-eat buffets in chinatown. if you're very hungry, it's excellent value for money",2,Hong Kong Buffet
unfriendly people. ignore them and you have a tasty meal for a unbeatable price.,4,Hong Kong Buffet
the worst chinese a i never seen. the atention was horrible. the food are soo bad quality. and the toilets are revolting.,1,Hong Kong Buffet
"ok, so it's not gourmet and the staff are not the most friendly or attentive, but the salt and chilli prawns alone are worth 5 stars! i had rude dreams about them for weeks after i ate them. the shell is so crispy and tasty that you can literally eat the whole thing without taking the shell off...man i want some now!!",5,Hong Kong Buffet
service was average. wanted to get the bill but our server with preoccupied with picking at his acne with a tissue in the mirror. food was poor. was not impressed ,2,Hong Kong Buffet
